title,url,date_parsed,topic,topic_label,embedding_x,embedding_y
Hist2Cell: Deciphering Fine-grained Cellular Architectures from Histology Images,https://www.biorxiv.org/content/10.1101/2024.02.17.580852v3,2024-11-27 12:55:24+00:00,2,"Human, Cell, Atlas",2.7641838,7.6736827
Multi-sample non-negative spatial factorization,https://www.biorxiv.org/content/10.1101/2024.07.01.599554v2,2024-11-28 10:57:23+00:00,15,"Spatial omics, Spatial, Omics",1.7181535,10.515568
"Foundation models for fast, label-free detection of glioma infiltration",https://www.nature.com/articles/s41586-024-08169-3,2024-11-14 02:24:01+00:00,18,"Pathology, Foundation, Foundation model",1.1103424,6.259329
Adult skull bone marrow is an expanding and resilient haematopoietic reservoir,https://www.nature.com/articles/s41586-024-08163-9,2024-11-14 09:08:36+00:00,2,"Human, Cell, Atlas",5.912441,8.941129
"Coordinated, multicellular patterns of transcriptional variation that stratify patient cohorts are revealed by tensor decomposition",https://www.nature.com/articles/s41587-024-02411-z,2024-11-15 14:13:20+00:00,17,"Genetic, Risk, Gene",4.421638,7.5851583
"A foundation model for joint segmentation, detection and recognition of biomedical objects across nine modalities",https://www.nature.com/articles/s41592-024-02499-w,2024-11-18 15:13:15+00:00,9,"Segmentation, Segment, Vision",1.350923,7.175027
Generalized cell phenotyping for spatial proteomics with language-informed vision models,https://www.biorxiv.org/content/10.1101/2024.11.02.621624v2,2024-11-19 14:47:01+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.4090555,9.260883
Normal breast tissues harbour rare populations of aneuploid epithelial cells,https://www.nature.com/articles/s41586-024-08129-x,2024-11-21 09:08:35+00:00,3,"Single, Single cell, Cell",4.2001095,9.855135
Spatial transcriptomic landscape unveils immunoglobin-associated senescence as a hallmark of aging,https://www.cell.com/cell/abstract/S0092-8674(24)01201-7,2024-11-07 07:19:48+00:00,5,"Aging, Ageing, Tissue",7.47112,9.133679
Phenome-wide associations of human aging uncover sex-specific dynamics,https://www.nature.com/articles/s43587-024-00734-9,2024-11-08 11:13:53+00:00,14,"Aging, Age, Lifespan",7.4773307,8.046616
Spatiotemporal modeling of molecular holograms,https://doi.org/10.1016/j.cell.2024.10.011,2024-11-12 02:17:11+00:00,13,"Omics, Spatial, Spatial omics",2.5676243,10.288948
"Genomic, phenomic, and geographic associations of leukocyte telomere length in the United States",https://www.medrxiv.org/content/10.1101/2024.11.02.24316529v1,2024-11-13 06:10:16+00:00,0,"Telomere, Telomere length, Length",6.2455893,6.4473205
Spatial proteomics identifies JAKi as treatment for a lethal skin disease,https://www.nature.com/articles/s41586-024-08061-0,2024-10-28 07:35:04+00:00,2,"Human, Cell, Atlas",4.5649304,9.221072
Deep learning links localized digital pathology phenotypes with transcriptional subtype and patient outcome in glioblastoma,https://academic.oup.com/gigascience/article/doi/10.1093/gigascience/giae057/7741123,2024-11-04 15:37:18+00:00,6,"Deep, Deep learning, Learning",2.4482846,5.548156
A hematology-based clock derived from the Study of Longitudinal Aging in Mice to estimate biological age,https://www.nature.com/articles/s43587-024-00728-7,2024-10-22 09:51:13+00:00,12,"Aging, Clocks, Clock",8.522429,8.294836
Attributed Graph Clustering: A Deep Attentional Embedding Approach,https://arxiv.org/abs/1906.06532,2024-10-17 08:15:15+00:00,4,"Graph, Networks, Graph neural",1.3401678,9.534055
De novo analysis of bulk RNA-seq data at spatially resolved single-cell resolution,https://www.nature.com/articles/s41467-022-34271-z,2024-10-04 07:13:34+00:00,3,"Single, Single cell, Cell",4.3963175,8.819777
Identifying specific functional roles for senescence across cell types,https://www.cell.com/cell/fulltext/S0092-8674(24)01069-9,2024-10-05 08:19:41+00:00,8,"Senescence, Senescent, Cell",7.3550034,9.552153
High-dimensional Ageome Representations of Biological Aging across Functional Modules,https://www.biorxiv.org/content/10.1101/2024.09.17.613599v1,2024-09-25 10:34:56+00:00,14,"Aging, Age, Lifespan",7.7153044,8.427279
A foundation model for clinician-centered drug repurposing,https://www.nature.com/articles/s41591-024-03233-x,2024-09-26 06:00:00+00:00,1,"Discovery, Drug, Ai",3.30815,5.644182
Cross-expression analysis reveals patterns of coordinated gene expression in spatial transcriptomics,https://www.biorxiv.org/content/10.1101/2024.09.17.613579v1,2024-09-26 06:32:57+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",4.0355687,7.9842663
Identifying genetic variants that influence the abundance of cell states in single-cell data,https://www.nature.com/articles/s41588-024-01909-1,2024-09-30 19:16:57+00:00,3,"Single, Single cell, Cell",4.3540072,9.11269
The paradox of senescent-marker positive cancer cells: challenges and opportunities,https://www.nature.com/articles/s41514-024-00168-y,2024-10-01 06:27:00+00:00,8,"Senescence, Senescent, Cell",6.97787,9.7536
Spatially exploring RNA biology in archival formalin-fixed paraffin-embedded tissues,https://www.cell.com/cell/fulltext/S0092-8674(24,2024-10-01 09:08:28+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.5640676,8.224747
NCT-CRC-HE: Not All Histopathological Datasets Are Equally Useful,https://arxiv.org/pdf/2409.11546,2024-10-02 10:37:26+00:00,10,"Histopathology, Images, Learning",2.6992526,7.1542745
From whole-slide image to biomarker prediction: end-to-end weakly supervised deep learning in computational pathology,https://www.nature.com/articles/s41596-024-01047-2,2024-09-18 08:21:23+00:00,6,"Deep, Deep learning, Learning",1.9024304,5.692958
Search and match across spatial omics samples at single-cell resolution,https://www.nature.com/articles/s41592-024-02410-7,2024-09-19 07:36:39+00:00,13,"Omics, Spatial, Spatial omics",2.1961155,10.308595
Arkitekt: streaming analysis and real-time workflows for microscopy,https://www.nature.com/articles/s41592-024-02404-5,2024-09-19 07:39:21+00:00,16,"Imaging, Cell, Multiplexed",1.4775114,8.542647
How to Build the Virtual Cell with Artificial Intelligence: Priorities and Opportunities,https://arxiv.org/pdf/2409.11654,2024-09-20 17:27:47+00:00,11,"Model, Ai, Data",1.5787216,8.454527
Inferring super-resolution tissue architecture by integrating spatial transcriptomics with histology,https://www.nature.com/articles/s41587-023-02019-9,2024-09-20 17:41:39+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.5956137,8.12707
ImAge quantitates aging and rejuvenation,https://www.nature.com/articles/s43587-024-00685-1,2024-09-02 06:00:00+00:00,14,"Aging, Age, Lifespan",7.5487776,8.591224
Graph Fourier transform for spatial omics representation and analyses of complex organs,https://www.nature.com/articles/s41467-024-51590-5?s=09,2024-09-02 07:05:54+00:00,15,"Spatial omics, Spatial, Omics",2.1783974,10.463764
Benchmarking foundation models as feature extractors for weakly-supervised computational pathology,https://arxiv.org/abs/2408.15823,2024-09-02 08:22:32+00:00,18,"Pathology, Foundation, Foundation model",1.3617771,5.860589
Proteomic aging clock predicts mortality and risk of common age-related diseases in diverse populations,https://www.nature.com/articles/s41591-024-03164-7,2024-09-04 11:54:37+00:00,12,"Aging, Clocks, Clock",8.416262,8.252295
A deep-learning framework to predict cancer treatment response from histopathology images through imputed transcriptomics,https://www.nature.com/articles/s43018-024-00793-2,2024-09-04 13:24:11+00:00,6,"Deep, Deep learning, Learning",2.4329202,5.6819315
Inferring histology-associated gene expression gradients in spatial transcriptomic studies,https://www.nature.com/articles/s41467-024-50904-x,2024-08-26 06:28:49+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.7698438,7.7262244
Deep learning large-scale drug discovery and repurposing,https://www.nature.com/articles/s43588-024-00679-4,2024-08-26 06:45:26+00:00,1,"Discovery, Drug, Ai",3.1207669,5.6831455
Toward a foundation model of causal cell and tissue biology with a Perturbation Cell and Tissue Atlas,https://www.cell.com/cell/fulltext/S0092-8674(24)00829-8,2024-08-26 06:49:40+00:00,2,"Human, Cell, Atlas",2.5614622,9.329096
SiGra: single-cell spatial elucidation through an image-augmented graph transformer,https://www.nature.com/articles/s41467-023-41437-w,2024-08-26 06:52:12+00:00,16,"Imaging, Cell, Multiplexed",1.6181257,8.82629
Brain clocks capture diversity and disparities in aging and dementia across geographically diverse populations,https://www.nature.com/articles/s41591-024-03209-x,2024-08-26 13:40:50+00:00,12,"Aging, Clocks, Clock",8.749033,7.9244237
METI: deep profiling of tumor ecosystems by integrating cell morphology and spatial transcriptomics,https://www.nature.com/articles/s41467-024-51708-9,2024-08-29 12:45:57+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.984171,10.312677
Segment Anything by Meta as a foundation model for image segmentation: a new era for histopathological images,https://www.pathologyjournal.rcpa.edu.au/article/S0031-3025%2823%2900242-8/fulltext,2024-08-05 08:10:36+00:00,10,"Histopathology, Images, Learning",2.0307753,6.798627
Cell-type specific epigenetic clocks to quantify biological age at cell-type resolution,https://www.biorxiv.org/content/10.1101/2024.07.30.605833v1,2024-08-05 13:19:32+00:00,12,"Aging, Clocks, Clock",8.480102,8.83385
3D histology reveals that immune response to pancreatic precancers is heterogeneous and depends on global pancreas structure,https://www.biorxiv.org/content/10.1101/2024.08.03.606493v1,2024-08-07 13:19:48+00:00,19,"Cancer, Tumor, Spatial",3.7432683,9.793637
Age-related epithelial defects limit thymic function and regeneration,https://www.nature.com/articles/s41590-024-01915-9,2024-08-08 13:45:05+00:00,5,"Aging, Ageing, Tissue",6.85882,9.021882
Non-convolutional Graph Neural Networks,https://arxiv.org/abs/2408.00165,2024-08-12 13:06:49+00:00,4,"Graph, Networks, Graph neural",1.2795624,9.503648
Digitising the ageing process with epigenetic clocks,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(24)01554-X,2024-08-12 13:07:06+00:00,12,"Aging, Clocks, Clock",8.516552,8.980516
BioImage.IO Chatbot: a community-driven AI assistant for integrative computational bioimaging,https://www.nature.com/articles/s41592-024-02370-y,2024-08-12 13:07:09+00:00,11,"Model, Ai, Data",1.0467619,7.3880734
Multistain Pretraining for Slide Representation Learning in Pathology,https://arxiv.org/abs/2408.02859,2024-08-14 14:09:31+00:00,10,"Histopathology, Images, Learning",1.670382,5.9978957
Nonlinear dynamics of multi-omics profiles during human aging,https://www.nature.com/articles/s43587-024-00692-2,2024-08-15 08:09:30+00:00,14,"Aging, Age, Lifespan",7.4739084,7.9809165
Human BioMolecular Atlas Program (HuBMAP): 3D Human Reference Atlas Construction and Usage,https://www.biorxiv.org/content/10.1101/2024.03.27.587041v3?ct=,2024-08-16 06:55:37+00:00,2,"Human, Cell, Atlas",2.2883747,9.328484
Inhibition of IL-11 signalling extends mammalian healthspan and lifespan,https://www.nature.com/articles/s41586-024-07701-9,2024-07-20 20:24:11+00:00,5,"Aging, Ageing, Tissue",7.0240483,9.350289
Overcoming data scarcity in biomedical imaging with a foundational multi-task model,https://www.nature.com/articles/s43588-024-00662-z,2024-07-22 06:23:00+00:00,11,"Model, Ai, Data",0.797985,6.43954
Deep learning-based brain age prediction in normal aging and dementia,https://www.nature.com/articles/s43587-022-00219-7,2024-07-22 06:36:00+00:00,14,"Aging, Age, Lifespan",8.3843565,7.1980696
Accurate estimation of biological age and its application in disease prediction using a multimodal image Transformer system,https://www.pnas.org/doi/full/10.1073/pnas.2308812120,2024-07-22 06:52:00+00:00,14,"Aging, Age, Lifespan",7.7366753,7.180949
A Multimodal Knowledge-enhanced Whole-slide Pathology Foundation Model,https://arxiv.org/pdf/2407.15362,2024-07-23 09:22:24+00:00,18,"Pathology, Foundation, Foundation model",0.8442878,5.965877
Proteomic signatures improve risk prediction for common and rare diseases,https://www.nature.com/articles/s41591-024-03142-z,2024-07-23 13:26:33+00:00,17,"Genetic, Risk, Gene",4.82629,6.188217
Systematic mapping of organism-scale gene-regulatory networks in aging using population asynchrony,https://www.cell.com/cell/fulltext/S0092-8674(24)00594-4#%20,2024-07-24 11:37:51+00:00,14,"Aging, Age, Lifespan",7.4172263,8.553777
Deep Learning-based Modeling for Preclinical Drug Safety Assessment,https://biorxiv.org/content/10.1101/2024.07.20.604430v1,2024-07-24 16:54:06+00:00,6,"Deep, Deep learning, Learning",2.854998,5.54964
AI-driven Discovery of Morphomolecular Signatures in Toxicology,https://biorxiv.org/content/10.1101/2024.07.19.604355v1,2024-07-24 16:58:08+00:00,1,"Discovery, Drug, Ai",2.0054433,6.8327026
Aging drives cerebrovascular network remodeling and functional changes in the mouse brain,https://www.nature.com/articles/s41467-024-50559-8,2024-07-31 14:21:23+00:00,5,"Aging, Ageing, Tissue",8.403264,7.834666
Changes in human skin composition due to intrinsic aging: a histologic and morphometric study,https://link.springer.com/article/10.1007/s00418-024-02305-w#citeas,2024-07-08 13:39:20+00:00,14,"Aging, Age, Lifespan",7.5714025,7.982498
Unsupervised representation learning on high-dimensional clinical data improves genomic discovery and prediction,https://www.nature.com/articles/s41588-024-01831-6,2024-07-09 16:54:04+00:00,4,"Graph, Networks, Graph neural",1.9505224,5.907177
A Clinical Benchmark of Public Self-Supervised Pathology Foundation Models,https://www.arxiv.org/abs/2407.06508,2024-07-11 19:07:24+00:00,18,"Pathology, Foundation, Foundation model",1.3428732,5.6567836
Bin2cell reconstructs cells from high resolution Visium HD data,https://www.biorxiv.org/content/10.1101/2024.06.19.599766v1.full,2024-07-17 09:10:08+00:00,16,"Imaging, Cell, Multiplexed",2.021328,8.284589
Noninvasive virtual biopsy using micro-registered optical coherence tomography (OCT) in human subjects,https://www.science.org/doi/full/10.1126/sciadv.adi5794,2024-06-28 14:55:44+00:00,16,"Imaging, Cell, Multiplexed",2.3625634,7.877125
The genetic architecture of biological age in nine human organ systems,https://www.nature.com/articles/s43587-024-00662-8,2024-07-01 06:37:25+00:00,14,"Aging, Age, Lifespan",7.3962517,7.5829964
Genome-wide CRISPR screen identifies neddylation as a regulator of neuronal aging and AD neurodegeneration,https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(24)00210-8,2024-07-01 18:43:16+00:00,12,"Aging, Clocks, Clock",8.561157,7.990424
Multimodal Prototyping for cancer survival prediction,https://arxiv.org/abs/2407.00224,2024-07-02 17:34:47+00:00,11,"Model, Ai, Data",1.2096812,7.0084987
Thermal facial image analyses reveal quantitative hallmarks of aging and metabolic diseases,,2024-07-03 06:57:39+00:00,14,"Aging, Age, Lifespan",7.636355,8.022838
Multiscale topology classifies cells in subcellular spatial transcriptomics,https://www.nature.com/articles/s41586-024-07563-1,2024-07-03 15:39:12+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.7454152,8.548137
Next Generation Aging Clock,https://www.biorxiv.org/content/10.1101/2024.06.18.599632v1,2024-07-04 05:59:58+00:00,12,"Aging, Clocks, Clock",8.88799,8.1768675
HEST-1k: A Dataset for Spatial Transcriptomics and Histology Image Analysis,https://arxiv.org/pdf/2406.16192,2024-06-25 07:53:54+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.5886557,7.5822015
Transcriptomics-guided Slide Representation Learning in Computational Pathology,https://arxiv.org/abs/2405.11618,2024-06-12 08:16:23+00:00,10,"Histopathology, Images, Learning",1.9612721,5.962305
Integrative epigenetics and transcriptomics identify aging genes in human blood,https://www.biorxiv.org/content/10.1101/2024.05.30.596713v1,2024-06-12 11:13:37+00:00,5,"Aging, Ageing, Tissue",8.031683,8.928673
Mapping the landscape of histomorphological cancer phenotypes using self-supervised learning on unannotated pathology slides,https://www.nature.com/articles/s41467-024-48666-7,2024-06-13 07:41:55+00:00,10,"Histopathology, Images, Learning",2.3436658,6.244263
Conserved epigenetic hallmarks of T cell aging during immunity and malignancy,https://www.nature.com/articles/s43587-024-00649-5?s=09,2024-06-17 06:20:49+00:00,5,"Aging, Ageing, Tissue",7.8550243,9.258882
The sex of organ geometry,https://www.nature.com/articles/s41586-024-07463-4,2024-05-31 06:00:00+00:00,2,"Human, Cell, Atlas",2.3805895,9.35363
Immunocto: a massive immune cell database auto-generated for histopathology,https://arxiv.org/pdf/2406.02618,2024-06-06 08:52:40+00:00,10,"Histopathology, Images, Learning",2.5547724,7.260521
A small-molecule TNIK inhibitor targets fibrosis in preclinical and clinical models,https://www.nature.com/articles/s41587-024-02143-0,2024-05-14 05:58:31+00:00,16,"Imaging, Cell, Multiplexed",5.1789865,9.395688
Charting the cellular biogeography in colitis reveals fibroblast trajectories and coordinated spatial remodeling,https://www.sciencedirect.com/science/article/abs/pii/S009286742400254X?via%3Dihub,2024-05-14 07:09:20+00:00,2,"Human, Cell, Atlas",5.057837,9.033561
Advancing Multimodal Medical Capabilities of Gemini,https://arxiv.org/abs/2405.03162,2024-05-21 10:28:37+00:00,11,"Model, Ai, Data",1.1610965,7.102827
"voyAGEr, a free web interface for the analysis of age-related gene expression alterations in human tissues",https://elifesciences.org/articles/88623,2024-05-22 11:00:49+00:00,5,"Aging, Ageing, Tissue",7.6863728,8.455033
A whole-slide foundation model for digital pathology from real-world data,https://www.nature.com/articles/s41586-024-07441-w,2024-05-23 07:39:48+00:00,18,"Pathology, Foundation, Foundation model",1.0736513,5.8192377
Aging clocks based on accumulating stochastic variation,https://www.nature.com/articles/s43587-024-00619-x,2024-05-09 20:43:55+00:00,12,"Aging, Clocks, Clock",8.905425,8.168256
Nature of epigenetic aging from a single-cell perspective,https://www.nature.com/articles/s43587-024-00616-0,2024-05-11 08:56:51+00:00,8,"Senescence, Senescent, Cell",8.045532,9.103389
Demographic bias in misdiagnosis by computational pathology models,https://www.nature.com/articles/s41591-024-02885-z,2024-04-19 18:01:12+00:00,18,"Pathology, Foundation, Foundation model",1.4269692,5.467131
Generation of synthetic whole-slide image tiles of tumours from RNA-sequencing data via cascaded diffusion models,https://www.nature.com/articles/s41551-024-01193-8,2024-04-30 06:53:21+00:00,16,"Imaging, Cell, Multiplexed",1.6671154,6.302076
"Single-cell senescence identification reveals senescence heterogeneity, trajectory, and modulators",https://www.cell.com/cell-metabolism/abstract/S1550-4131(24)00088-3#%20,2024-04-11 06:37:43+00:00,8,"Senescence, Senescent, Cell",7.374252,9.495216
Single-cell RNA sequencing of human tissue supports successful drug targets,https://www.medrxiv.org/content/10.1101/2024.04.04.24305313v1?s=09,2024-04-12 09:44:57+00:00,3,"Single, Single cell, Cell",4.4730716,8.835189
Spatial motifs reveal patterns in cellular architecture of complex tissues,https://www.biorxiv.org/content/10.1101/2024.04.08.588586v1,2024-04-12 18:17:14+00:00,2,"Human, Cell, Atlas",2.5879333,9.989202
DinoBloom: A Foundation Model for Generalizable Cell Embeddings in Hematology,https://arxiv.org/abs/2404.05022,2024-04-13 16:37:54+00:00,2,"Human, Cell, Atlas",3.1151464,9.466174
Cellular atlas of the human ovary using morphologically guided spatial transcriptomics and single-cell sequencing,https://www.science.org/doi/10.1126/sciadv.adm7506,2024-04-15 07:59:51+00:00,3,"Single, Single cell, Cell",5.481692,8.47762
scButterfly: a versatile single-cell cross-modality translation method via dual-aligned variational autoencoders,https://www.nature.com/articles/s41467-024-47418-x,2024-04-09 09:07:09+00:00,16,"Imaging, Cell, Multiplexed",2.0526662,8.69341
Three million images and morphological profiles of cells treated with matched chemical and genetic perturbations,https://www.nature.com/articles/s41592-024-02241-6,2024-04-10 06:31:36+00:00,2,"Human, Cell, Atlas",2.5799952,8.827624
ExplaiNAble BioLogical Age (ENABL Age): an artificial intelligence framework for interpretable biological age,https://doi.org/10.1016/S2666-7568(23)00189-7,2024-04-10 11:30:05+00:00,14,"Aging, Age, Lifespan",7.5464554,7.284514
Mapping human tissues with highly multiplexed RNA in situ hybridization,https://www.nature.com/articles/s41467-024-46437-y,2024-03-25 14:24:22+00:00,16,"Imaging, Cell, Multiplexed",3.56544,8.202988
Resilient anatomy and local plasticity of naive and stress haematopoiesis,https://www.nature.com/articles/s41586-024-07186-6,2024-03-25 14:24:57+00:00,2,"Human, Cell, Atlas",5.804239,8.843033
Comparing classifier performance with baselines,https://www.nature.com/articles/s41592-024-02234-5,2024-03-27 07:00:00+00:00,11,"Model, Ai, Data",0.9512403,6.583503
A deep profile of gene expression across 18 human cancers,https://www.biorxiv.org/content/10.1101/2024.03.17.585426v1?s=09,2024-03-27 07:00:00+00:00,19,"Cancer, Tumor, Spatial",4.753425,10.228532
The multimodality cell segmentation challenge: toward universal solutions,https://www.nature.com/articles/s41592-024-02233-6,2024-03-27 07:00:00+00:00,9,"Segmentation, Segment, Vision",1.7346618,8.202317
Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity,https://www.nature.com/articles/s41586-024-07238-x,2024-03-28 12:54:14+00:00,5,"Aging, Ageing, Tissue",6.9119086,9.086339
Spatial landmark detection and tissue registration with deep learning,https://www.nature.com/articles/s41592-024-02199-5,2024-03-18 09:19:13+00:00,6,"Deep, Deep learning, Learning",3.459432,7.5356245
Towards a general-purpose foundation model for computational pathology,https://www.nature.com/articles/s41591-024-02857-3,2024-03-19 18:32:57+00:00,18,"Pathology, Foundation, Foundation model",1.1923453,5.723704
A visual-language foundation model for computational pathology,https://www.nature.com/articles/s41591-024-02856-4,2024-03-19 18:34:34+00:00,18,"Pathology, Foundation, Foundation model",0.816273,6.012525
A Foundational Multimodal Vision Language AI Assistant for Human Pathology,https://arxiv.org/pdf/2312.07814.pdf,2024-03-20 09:37:53+00:00,18,"Pathology, Foundation, Foundation model",0.85885876,7.0216484
A Spatial Multi-Modal Dissection of Host-Microbiome Interactions within the Colitis Tissue Microenvironment,https://www.biorxiv.org/content/10.1101/2024.03.04.583400v1,2024-03-07 15:06:43+00:00,13,"Omics, Spatial, Spatial omics",4.920117,8.905019
C2P-GCN: Cell-to-Patch Graph Convolutional Network for Colorectal Cancer Grading,https://arxiv.org/abs/2403.04962,2024-03-11 09:24:43+00:00,6,"Deep, Deep learning, Learning",2.3096848,5.93485
Unsupervised ensemble-based phenotyping enhances discoverability of genes related to left-ventricular morphology,https://www.nature.com/articles/s42256-024-00801-1,2024-03-12 08:00:01+00:00,17,"Genetic, Risk, Gene",4.43106,7.075114
Complementing cell taxonomies with a multicellular analysis of tissues,https://arxiv.org/abs/2403.06753,2024-03-12 09:06:02+00:00,2,"Human, Cell, Atlas",2.722451,9.251631
stMMR: accurate and robust spatial domain identification from spatially resolved transcriptomics with multi-modal feature representation,https://www.biorxiv.org/content/10.1101/2024.02.22.581503v1,2024-02-26 09:06:36+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",3.9946973,7.98489
Aging clock based on nucleosome reorganisation derived from cell-free DNA,https://onlinelibrary.wiley.com/doi/full/10.1111/acel.14100?campaign=wolearlyview,2024-02-15 17:17:33+00:00,12,"Aging, Clocks, Clock",8.602855,8.874037
CellViT: Vision Transformers for Precise Cell Segmentation and Classification,https://arxiv.org/abs/2306.15350,2024-02-19 17:23:28+00:00,9,"Segmentation, Segment, Vision",1.5672121,8.377509
Regression-based Deep-Learning predicts molecular biomarkers from pathology slides,https://www.nature.com/articles/s41467-024-45589-1,2024-02-19 17:24:11+00:00,6,"Deep, Deep learning, Learning",2.2115722,5.6372623
Cell Graph Transformer for Nuclei Classification,https://arxiv.org/abs/2402.12946,2024-02-21 11:54:55+00:00,16,"Imaging, Cell, Multiplexed",1.6592284,8.773799
Cardiac age prediction using graph neural networks,https://doi.org/10.1101/2023.04.19.23287590,2024-02-22 08:09:50+00:00,4,"Graph, Networks, Graph neural",1.5207913,9.39344
Detection of senescence using machine learning algorithms based on nuclear features,https://www.nature.com/articles/s41467-024-45421-w#Sec13,2024-02-06 17:26:56+00:00,8,"Senescence, Senescent, Cell",7.575093,9.581738
The cycling and aging mouse female reproductive tract at single-cell resolution,https://www.cell.com/cell/fulltext/S0092-8674(24)00058-8,2024-02-07 16:55:50+00:00,8,"Senescence, Senescent, Cell",6.9183283,8.257248
Cellpose3: one-click image restoration for improved cellular segmentation,https://www.biorxiv.org/content/10.1101/2024.02.10.579780v1,2024-02-15 09:02:05+00:00,16,"Imaging, Cell, Multiplexed",1.7671002,8.33201
Aged intestinal stem cells propagate cell-intrinsic sources of inflammaging in mice,https://www.cell.com/developmental-cell/fulltext/S1534-5807(23)00611-1,2024-01-11 17:11:40+00:00,5,"Aging, Ageing, Tissue",7.1656632,8.859943
3D Nuclei Segmentation by Combining GAN Based Image Synthesis and Existing 3D Manual Annotations,https://www.biorxiv.org/content/10.1101/2023.12.06.570366v1.abstract,2024-01-15 09:46:59+00:00,9,"Segmentation, Segment, Vision",1.9929277,7.101512
"Polarity-JaM: An image analysis toolbox for cell polarity, junction and morphology quantification",https://www.biorxiv.org/content/10.1101/2024.01.24.577027v1,2024-01-31 09:45:38+00:00,16,"Imaging, Cell, Multiplexed",2.7434072,8.773867
Time-resolved single-cell transcriptomics defines immune trajectories in glioblastoma,https://www.sciencedirect.com/science/article/abs/pii/S009286742301317X?dgcid=coauthor,2023-12-21 22:47:29+00:00,3,"Single, Single cell, Cell",4.629846,9.4613
Multimodal Large Language Models are Generalist Medical Image Interpreters,https://www.medrxiv.org/content/10.1101/2023.12.21.23300146v1,2023-12-22 10:56:58+00:00,11,"Model, Ai, Data",0.7838771,7.181252
The spatial landscape of Cancer Hallmarks reveals patterns of tumor ecology,https://www.biorxiv.org/content/10.1101/2022.06.18.496114v2,2023-12-06 18:59:32+00:00,19,"Cancer, Tumor, Spatial",4.1001024,10.5430765
Organ aging signatures in the plasma proteome track health and disease,https://www.nature.com/articles/s41586-023-06802-1,2023-12-07 18:12:44+00:00,12,"Aging, Clocks, Clock",8.306599,8.459501
Spatiotemporal transcriptome atlas reveals the regional specification of the developing human brain,https://doi.org/10.1016/j.cell.2023.11.016,2023-12-13 11:26:32+00:00,7,"Spatial, Transcriptomics, Spatial transcriptomics",4.143425,8.158609
Decoding aging-dependent regenerative decline across tissues at single-cell resolution,https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(23)00361-2,2023-10-30 10:32:30+00:00,8,"Senescence, Senescent, Cell",7.303765,8.958476
Inflammation in the tumor-adjacent lung as a predictor of clinical outcome in lung adenocarcinoma,https://www.nature.com/articles/s41467-023-42327-x,2023-11-10 06:53:12+00:00,19,"Cancer, Tumor, Spatial",5.7783027,10.232534
Reconstruction of the tumor spatial microenvironment along the malignant-boundary-nonmalignant axis,https://www.nature.com/articles/s41467-023-36560-7,2023-11-13 13:59:24+00:00,19,"Cancer, Tumor, Spatial",3.9160278,10.542684
Liquid-biopsy proteomics combined with AI identifies cellular drivers of eye aging and disease in vivo,https://www.cell.com/cell/fulltext/S0092-8674(23)01033-4?s=03 ,2023-10-23 07:34:25+00:00,12,"Aging, Clocks, Clock",8.257767,8.4943905
The human cell count and size distribution,https://www.pnas.org/doi/10.1073/pnas.2303077120,2023-09-21 07:30:10+00:00,2,"Human, Cell, Atlas",2.896779,9.243807
Language Models Represent Space and Time,https://arxiv.org/abs/2310.02207,2023-10-05 06:51:30+00:00,11,"Model, Ai, Data",0.5373078,7.3797445
Integration of spatial and single-cell data across modalities with weakly linked features,https://www.nature.com/articles/s41587-023-01935-0,2023-09-08 10:24:21+00:00,15,"Spatial omics, Spatial, Omics",3.0958753,9.777764
Characterizing Tissue Structures from Spatial Omics with Spatial Cellular Graph Partition,https://www.biorxiv.org/content/10.1101/2023.09.05.556133v1.full.pdf,2023-09-07 14:02:03+00:00,13,"Omics, Spatial, Spatial omics",2.4530752,10.218527
Integration of Multiple Spatial Omics Modalities Reveals Unique Insights into Molecular Heterogeneity of Prostate Cancer,https://www.biorxiv.org/content/10.1101/2023.08.28.555056v1.full.pdf,2023-09-04 08:27:23+00:00,13,"Omics, Spatial, Spatial omics",2.7346315,10.509826
Next-Generation Morphometry for pathomics-data mining in histopathology,https://www.nature.com/articles/s41467-023-36173-0,2023-09-15 15:07:16+00:00,10,"Histopathology, Images, Learning",2.7233317,6.997988
A General-Purpose Self-Supervised Model for Computational Pathology,https://arxiv.org/abs/2308.15474,2023-09-18 08:24:54+00:00,18,"Pathology, Foundation, Foundation model",1.2928594,5.6333394
